Location,PO,Sales_Invoice,Customer,RECdate,PMTdate,Item,cogs,Sale_Price,Unit_Hst,Rev,Sales_Date,COLLECTdate
5,8390,314,500,2020-08-22,2020-09-05,L22 Laser,21606.7,36731.39,7346.28,29385.11,2020-09-23,2020-10-08
5,8388,315,591,2020-08-15,2020-09-02,Spectrum Laser,22158.61,37669.63,7533.93,30135.71,2020-09-23,2020-10-12
1,8392,316,570,2020-09-02,2020-09-16,Revlite Laser,25458.7,43279.79,8655.96,34623.83,2020-09-24,2020-10-13
5,8388,317,535,2020-08-15,2020-09-02,Spectrum Laser,22158.61,37669.63,7533.93,30135.71,2020-09-24,2020-10-09
5,8400,318,494,2020-09-17,2020-10-06,Spectrum Laser,22738.41,36381.46,3638.15,32743.31,2020-09-25,2020-10-13
3,8390,319,500,2020-08-22,2020-09-05,L22 Laser,21606.7,36731.39,7346.28,29385.11,2020-09-27,2020-10-14
2,8394,320,570,2020-09-12,2020-09-23,L22 Laser,20847.25,35440.33,7088.07,28352.26,2020-09-27,2020-10-16
1,8397,321,591,2020-09-09,2020-10-02,Q Laser,32191.29,48286.94,4828.69,43458.25,2020-09-27,2020-10-17
5,8394,322,593,2020-09-12,2020-09-23,L22 Laser,20847.25,35440.33,7088.07,28352.26,2020-09-30,2020-10-17
2,8392,323,581,2020-09-02,2020-09-16,Revlite Laser,25458.7,43279.79,8655.96,34623.83,2020-10-01,2020-10-19
3,8400,324,410,2020-09-17,2020-10-06,Spectrum Laser,22738.41,36381.46,3638.15,32743.31,2020-10-04,2020-10-23
3,8404,325,580,2020-10-01,2020-10-14,Vectus Laser,25905.15,44038.76,8807.75,35231.01,2020-10-04,2020-10-23
6,8404,326,500,2020-10-01,2020-10-14,Vectus Laser,25905.15,44038.76,8807.75,35231.01,2020-10-04,2020-10-24
1,8394,327,581,2020-09-12,2020-09-23,L22 Laser,20847.25,35440.33,7088.07,28352.26,2020-10-05,2020-10-24
3,8392,328,593,2020-09-02,2020-09-16,Revlite Laser,25458.7,43279.79,8655.96,34623.83,2020-10-05,2020-10-23
3,8400,329,300,2020-09-17,2020-10-06,Spectrum Laser,22738.41,36381.46,3638.15,32743.31,2020-10-05,2020-10-22
2,8392,330,591,2020-09-02,2020-09-16,Revlite Laser,25458.7,43279.79,8655.96,34623.83,2020-10-06,2020-10-21
1,8403,331,220,2020-09-29,2020-10-10,Revlite Laser,26002.86,44204.86,8840.97,35363.89,2020-10-09,2020-10-27
6,8403,332,300,2020-09-29,2020-10-10,Revlite Laser,26002.86,44204.86,8840.97,35363.89,2020-10-09,2020-10-29
3,8394,333,570,2020-09-12,2020-09-23,L22 Laser,20847.25,35440.33,7088.07,28352.26,2020-10-10,2020-10-30
1,8403,334,502,2020-09-29,2020-10-10,Revlite Laser,26002.86,44204.86,8840.97,35363.89,2020-10-10,2020-10-28
3,8404,335,588,2020-10-01,2020-10-14,Vectus Laser,25905.15,44038.76,8807.75,35231.01,2020-10-11,2020-10-31
5,8403,336,502,2020-09-29,2020-10-10,Revlite Laser,26002.86,44204.86,8840.97,35363.89,2020-10-12,2020-10-28
6,8395,337,494,2020-09-12,2020-09-30,L22 Laser,20243.26,34413.54,6882.71,27530.83,2020-10-15,2020-11-01
2,8395,338,580,2020-09-12,2020-09-30,L22 Laser,20243.26,34413.54,6882.71,27530.83,2020-10-16,2020-11-05
4,8403,339,535,2020-09-29,2020-10-10,Revlite Laser,26002.86,44204.86,8840.97,35363.89,2020-10-18,2020-11-06
5,8400,340,590,2020-09-17,2020-10-06,Spectrum Laser,22738.41,36381.46,3638.15,32743.31,2020-10-18,2020-11-06
4,8395,341,580,2020-09-12,2020-09-30,L22 Laser,20243.26,34413.54,6882.71,27530.83,2020-10-19,2020-11-05
5,8398,342,590,2020-09-24,2020-10-12,Spectrum Laser,22733.53,38647,7729.4,30917.6,2020-10-21,2020-11-06
6,8396,343,590,2020-09-17,2020-09-28,L22 Laser,20907.79,35543.24,7108.65,28434.59,2020-10-22,2020-11-10
5,8407,344,460,2020-10-20,2020-11-07,Revlite Laser,25991.62,44185.76,8837.15,35348.61,2020-10-22,2020-11-09
3,8407,345,578,2020-10-20,2020-11-07,Revlite Laser,25991.62,44185.76,8837.15,35348.61,2020-10-26,2020-11-13
4,8398,346,590,2020-09-24,2020-10-12,Spectrum Laser,22733.53,38647,7729.4,30917.6,2020-10-28,2020-11-16
5,8404,347,410,2020-10-01,2020-10-14,Vectus Laser,25905.15,44038.76,8807.75,35231.01,2020-10-29,2020-11-15
5,8405,348,581,2020-10-04,2020-10-18,Vectus Laser,25782.72,43830.62,8766.12,35064.5,2020-10-30,2020-11-14
1,8405,349,494,2020-10-04,2020-10-18,Vectus Laser,25782.72,43830.62,8766.12,35064.5,2020-11-01,2020-11-17
2,8405,350,480,2020-10-04,2020-10-18,Vectus Laser,25782.72,43830.62,8766.12,35064.5,2020-11-01,2020-11-18
2,8405,351,580,2020-10-04,2020-10-18,Vectus Laser,25782.72,43830.62,8766.12,35064.5,2020-11-01,2020-11-17
4,8396,352,460,2020-09-17,2020-09-28,L22 Laser,20907.79,35543.24,7108.65,28434.59,2020-11-02,2020-11-19
1,8396,353,570,2020-09-17,2020-09-28,L22 Laser,20907.79,35543.24,7108.65,28434.59,2020-11-02,2020-11-21
2,8396,354,460,2020-09-17,2020-09-28,L22 Laser,20907.79,35543.24,7108.65,28434.59,2020-11-05,2999-12-31
2,8407,355,581,2020-10-20,2020-11-07,Revlite Laser,25991.62,44185.76,8837.15,35348.61,2020-11-05,2020-11-20
4,8402,356,581,2020-09-29,2020-10-13,L22 Laser,20468.36,34796.21,6959.24,27836.97,2020-11-08,2020-11-25
6,8407,357,591,2020-10-20,2020-11-07,Revlite Laser,25991.62,44185.76,8837.15,35348.61,2020-11-08,2020-11-25
6,8402,358,500,2020-09-29,2020-10-13,L22 Laser,20468.36,34796.21,6959.24,27836.97,2020-11-09,2020-11-25
6,8408,359,590,2020-10-22,2020-11-03,Vectus Laser,25697.62,41116.19,4111.62,37004.57,2020-11-09,2020-11-25
2,8402,360,570,2020-09-29,2020-10-13,L22 Laser,20468.36,34796.21,6959.24,27836.97,2020-11-11,2020-11-26
3,8409,361,494,2020-10-24,2020-11-12,L22 Laser,21305.66,36219.62,7243.92,28975.69,2020-11-12,2020-11-27
1,8410,362,581,2020-10-20,2020-11-06,Revlite Laser,26095.18,44361.8,8872.36,35489.44,2020-11-12,2020-11-30
5,8410,363,581,2020-10-20,2020-11-06,Revlite Laser,26095.18,44361.8,8872.36,35489.44,2020-11-13,2020-12-03
3,8398,364,500,2020-09-24,2020-10-12,Spectrum Laser,22733.53,38647,7729.4,30917.6,2020-11-13,2020-12-02
4,8406,365,581,2020-10-15,2020-10-30,Spectrum Laser,22064.14,37509.03,7501.81,30007.23,2020-11-13,2020-11-29
1,8408,366,590,2020-10-22,2020-11-03,Vectus Laser,25697.62,41116.19,4111.62,37004.57,2020-11-13,2020-12-02
6,8409,367,570,2020-10-24,2020-11-12,L22 Laser,21305.66,36219.62,7243.92,28975.69,2020-11-15,2020-12-01
1,8410,368,502,2020-10-20,2020-11-06,Revlite Laser,26095.18,44361.8,8872.36,35489.44,2020-11-15,2020-12-04
4,8406,369,500,2020-10-15,2020-10-30,Spectrum Laser,22064.14,37509.03,7501.81,30007.23,2020-11-16,2020-12-01
1,8409,370,593,2020-10-24,2020-11-12,L22 Laser,21305.66,36219.62,7243.92,28975.69,2020-11-17,2020-12-05
1,8408,371,220,2020-10-22,2020-11-03,Vectus Laser,25697.62,41116.19,4111.62,37004.57,2020-11-20,2020-12-08
4,8406,372,500,2020-10-15,2020-10-30,Spectrum Laser,22064.14,37509.03,7501.81,30007.23,2020-11-21,2020-12-08
6,8401,373,500,2020-09-13,2020-10-05,Q Laser,31766.49,47649.74,4764.97,42884.76,2020-11-23,2020-12-11
6,8409,374,535,2020-10-24,2020-11-12,L22 Laser,21305.66,36219.62,7243.92,28975.69,2020-11-24,2020-12-10
6,8412,375,220,2020-10-24,2020-11-10,L22 Laser,21571.44,36671.44,7334.29,29337.15,2020-11-26,2020-12-12
1,8412,376,480,2020-10-24,2020-11-10,L22 Laser,21571.44,36671.44,7334.29,29337.15,2020-11-26,2020-12-11
2,8401,377,300,2020-09-13,2020-10-05,Q Laser,31766.49,47649.74,4764.97,42884.76,2020-11-27,2020-12-17
3,8406,378,535,2020-10-15,2020-10-30,Spectrum Laser,22064.14,37509.03,7501.81,30007.23,2020-11-27,2020-12-13
4,8410,379,590,2020-10-20,2020-11-06,Revlite Laser,26095.18,44361.8,8872.36,35489.44,2020-11-28,2020-12-16
3,8412,380,590,2020-10-24,2020-11-10,L22 Laser,21571.44,36671.44,7334.29,29337.15,2020-11-30,2020-12-18
4,8412,381,460,2020-10-24,2020-11-10,L22 Laser,21571.44,36671.44,7334.29,29337.15,2020-11-30,2020-12-16
3,8411,382,593,2020-10-25,2020-11-06,Revlite Laser,25215.88,40345.41,4034.54,36310.87,2020-11-30,2999-12-31
4,8421,383,502,2020-11-14,2020-11-26,Spectrum Laser,22417.37,35867.78,3586.78,32281.01,2020-12-01,2020-12-18
3,8421,384,494,2020-11-14,2020-11-26,Spectrum Laser,22417.37,35867.78,3586.78,32281.01,2020-12-01,2020-12-16
3,8411,385,100,2020-10-25,2020-11-06,Revlite Laser,25215.88,40345.41,4034.54,36310.87,2020-12-02,2020-12-18
6,8421,386,581,2020-11-14,2020-11-26,Spectrum Laser,22417.37,35867.78,3586.78,32281.01,2020-12-02,2020-12-17
2,8411,387,100,2020-10-25,2020-11-06,Revlite Laser,25215.88,40345.41,4034.54,36310.87,2020-12-03,2020-12-23
4,8424,388,100,2020-11-23,2020-12-06,L22 Laser,21018.14,35730.83,7146.17,28584.66,2020-12-04,2020-12-23
5,8421,389,494,2020-11-14,2020-11-26,Spectrum Laser,22417.37,35867.78,3586.78,32281.01,2020-12-04,2020-12-22
6,8424,390,500,2020-11-23,2020-12-06,L22 Laser,21018.14,35730.83,7146.17,28584.66,2020-12-05,2020-12-23
4,8401,391,502,2020-09-13,2020-10-05,Q Laser,31766.49,47649.74,4764.97,42884.76,2020-12-05,2020-12-20
3,8411,392,590,2020-10-25,2020-11-06,Revlite Laser,25215.88,40345.41,4034.54,36310.87,2020-12-07,2020-12-23
5,8429,393,494,2020-12-06,2020-12-20,Spectrum Laser,22694.57,36311.31,3631.13,32680.18,2020-12-07,2020-12-24
2,8424,394,460,2020-11-23,2020-12-06,L22 Laser,21018.14,35730.83,7146.17,28584.66,2020-12-08,2020-12-28
5,8401,395,300,2020-09-13,2020-10-05,Q Laser,31766.49,47649.74,4764.97,42884.76,2020-12-08,2999-12-31
5,8429,396,588,2020-12-06,2020-12-20,Spectrum Laser,22694.57,36311.31,3631.13,32680.18,2020-12-08,2020-12-23
4,8429,397,590,2020-12-06,2020-12-20,Spectrum Laser,22694.57,36311.31,3631.13,32680.18,2020-12-09,2020-12-28
1,8429,398,100,2020-12-06,2020-12-20,Spectrum Laser,22694.57,36311.31,3631.13,32680.18,2020-12-09,2020-12-27
6,8424,399,535,2020-11-23,2020-12-06,L22 Laser,21018.14,35730.83,7146.17,28584.66,2020-12-10,2020-12-29
6,8424,400,591,2020-11-23,2020-12-06,L22 Laser,21018.14,35730.83,7146.17,28584.66,2020-12-11,2020-12-27
6,8408,401,502,2020-10-22,2020-11-03,Vectus Laser,25697.62,41116.19,4111.62,37004.57,2020-12-14,2021-01-03
2,8422,402,502,2020-11-13,2020-11-28,Revlite Laser,25330.84,40529.35,4052.93,36476.41,2020-12-15,2020-12-31
4,8426,403,593,2020-11-30,2020-12-14,Vectus Laser,25964.53,44139.69,8827.94,35311.75,2020-12-15,2021-01-02
5,8426,404,590,2020-11-30,2020-12-14,Vectus Laser,25964.53,44139.69,8827.94,35311.75,2020-12-16,2021-01-03
4,8426,405,480,2020-11-30,2020-12-14,Vectus Laser,25964.53,44139.69,8827.94,35311.75,2020-12-19,2021-01-05
1,8417,406,535,2020-10-25,2020-11-16,Q Laser,31395.6,50232.96,10046.59,40186.37,2020-12-20,2021-01-07
6,8426,407,500,2020-11-30,2020-12-14,Vectus Laser,25964.53,44139.69,8827.94,35311.75,2020-12-20,2021-01-08
5,8432,408,590,2020-12-19,2021-01-08,L22 Laser,20909.5,35546.15,7109.23,28436.92,2020-12-21,2021-01-05
4,8432,409,480,2020-12-19,2021-01-08,L22 Laser,20909.5,35546.15,7109.23,28436.92,2020-12-22,2021-01-11
3,8417,410,100,2020-10-25,2020-11-16,Q Laser,31395.6,50232.96,10046.59,40186.37,2020-12-23,2021-01-08
5,8432,411,535,2020-12-19,2021-01-08,L22 Laser,20909.5,35546.15,7109.23,28436.92,2020-12-24,2021-01-13
1,8432,412,220,2020-12-19,2021-01-08,L22 Laser,20909.5,35546.15,7109.23,28436.92,2020-12-25,2021-01-10
5,8417,413,578,2020-10-25,2020-11-16,Q Laser,31395.6,50232.96,10046.59,40186.37,2020-12-25,2021-01-10
3,8422,414,581,2020-11-13,2020-11-28,Revlite Laser,25330.84,40529.35,4052.93,36476.41,2020-12-25,2021-01-11
2,8422,415,580,2020-11-13,2020-11-28,Revlite Laser,25330.84,40529.35,4052.93,36476.41,2020-12-26,2021-01-15
6,8432,416,593,2020-12-19,2021-01-08,L22 Laser,20909.5,35546.15,7109.23,28436.92,2020-12-30,2021-01-16
3,8422,417,570,2020-11-13,2020-11-28,Revlite Laser,25330.84,40529.35,4052.93,36476.41,2020-12-31,2021-01-17
2,8440,418,480,2020-12-30,2021-01-11,Vectus Laser,25703.05,43695.18,8739.04,34956.14,2020-12-31,2021-01-20
6,8437,419,588,2020-12-30,2021-01-11,Spectrum Laser,22768.21,38705.96,7741.19,30964.77,2021-01-02,2021-01-19
3,8437,420,100,2020-12-30,2021-01-11,Spectrum Laser,22768.21,38705.96,7741.19,30964.77,2021-01-02,2021-01-18
1,8440,421,581,2020-12-30,2021-01-11,Vectus Laser,25703.05,43695.18,8739.04,34956.14,2021-01-04,2021-01-24
4,8440,422,500,2020-12-30,2021-01-11,Vectus Laser,25703.05,43695.18,8739.04,34956.14,2021-01-04,2021-01-24
5,8437,423,590,2020-12-30,2021-01-11,Spectrum Laser,22768.21,38705.96,7741.19,30964.77,2021-01-05,2021-01-23
3,8437,424,535,2020-12-30,2021-01-11,Spectrum Laser,22768.21,38705.96,7741.19,30964.77,2021-01-05,2021-01-25
2,8440,425,581,2020-12-30,2021-01-11,Vectus Laser,25703.05,43695.18,8739.04,34956.14,2021-01-05,2021-01-25
